"table_name"	"ordinal"	"column_name"	"type_name"	"max_length"	"precision"	"scale"	"is_nullable"	"is_identity"	"is_pk"	"pk_name"	"default_definition"
"TITEMCHART_bak"	"51"	"bConsumable"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"52"	"wExpandValue"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMGRADECHART"	"1"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMGRADECHART"	"2"	"bGrade"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMGRADECHART"	"3"	"bProb"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMGRADECHART"	"4"	"dwMoney"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		"((0))"
"TITEMLEVELCHART"	"1"	"bGrade"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TITEMLEV__5A20AA5E2A18A339"	
"TITEMLEVELCHART"	"2"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMLEV__5A20AA5E2A18A339"	
"TITEMLOG"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"2"	"dwGold"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"3"	"dwSilver"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"4"	"dwCooper"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"5"	"bInvenID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"6"	"bItemID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"7"	"wItemID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"8"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"9"	"bCount"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"10"	"bInsType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"11"	"dwTargetID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"12"	"szTargetName"	"varchar"	"50"	"0"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"13"	"bMagic1"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"14"	"bMagic2"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"15"	"bMagic3"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"16"	"bMagic4"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"17"	"bMagic5"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"18"	"bMagic6"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"19"	"wValue1"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"20"	"wValue2"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"21"	"wValue3"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"22"	"wValue4"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"23"	"wValue5"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"24"	"wValue6"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"25"	"dwTime1"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"26"	"dwTime2"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"27"	"dwTime3"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"28"	"dwTime4"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"29"	"dwTime5"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"30"	"dwTime6"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMLOG"	"31"	"timeInsert"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"		
"TITEMMAGICCHART"	"1"	"bMagic"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TITEMMAG__1C49BB672EDD5856"	
"TITEMMAGICCHART"	"2"	"dwKind"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMMAG__1C49BB672EDD5856"	
"TITEMMAGICCHART"	"3"	"bRvType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMMAG__1C49BB672EDD5856"	
"TITEMMAGICCHART"	"4"	"wMaxValue"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMMAG__1C49BB672EDD5856"	
"TITEMMAGICCHART"	"5"	"bIsMagic"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMMAG__1C49BB672EDD5856"	
"TITEMMAGICCHART"	"6"	"bIsRare"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMMAG__1C49BB672EDD5856"	
"TITEMMAGICCHART"	"7"	"bMinLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMMAG__1C49BB672EDD5856"	
"TITEMMAGICCHART"	"8"	"bExclIndex"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMMAG__1C49BB672EDD5856"	
"TITEMMAGICCHART"	"9"	"bOptionKind"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMMAG__1C49BB672EDD5856"	
"TITEMMAGICCHART"	"10"	"wAutoSkill"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMMAG__1C49BB672EDD5856"	"((0))"
"TITEMMAGICCHART"	"11"	"bRefine"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMMAG__1C49BB672EDD5856"	"((0))"
"TITEMMAGICCHART"	"12"	"wMaxBound"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMMAG__1C49BB672EDD5856"	"((0))"
"TITEMMAGICCHART"	"13"	"wRareBound"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMMAG__1C49BB672EDD5856"	"((0))"
"TITEMMAGICLEVELCHART"	"1"	"dwSection"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TITEMMAG__A2E8D934367E7A1E"	
"TITEMMAGICLEVELCHART"	"2"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMMAG__A2E8D934367E7A1E"	
"TITEMMAGICSKILLCHART"	"1"	"bMagic"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMMAGICSKILLCHART"	"2"	"dwKind"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMMAGICSKILLCHART"	"3"	"wSkillID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMMAGICSKILLCHART"	"4"	"bIsMagic"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMMAGICSKILLCHART"	"5"	"bIsRare"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMMAGICSKILLCHART"	"6"	"bMinLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMSETCHART"	"1"	"wBaseID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"2"	"wSetID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"3"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"4"	"bMagic1"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"5"	"bMin1"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"6"	"bValue1"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"7"	"bMagic2"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"8"	"bMin2"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"9"	"bValue2"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"10"	"bMagic3"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"11"	"bMin3"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"12"	"bValue3"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"13"	"bMagic4"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"14"	"bMin4"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"15"	"bValue4"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"16"	"bMagic5"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"17"	"bMin5"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"18"	"bValue5"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"19"	"bMagic6"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"20"	"bMin6"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMSETCHART"	"21"	"bValue6"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMSET__995A1B113B432F3B"	
"TITEMTABLE"	"1"	"dlID"	"bigint"	"8"	"19"	"0"	"0"	"0"	"1"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"2"	"bStorageType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"3"	"dwStorageID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"4"	"bOwnerType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"5"	"dwOwnerID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"6"	"bItemID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"7"	"wItemID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"8"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"9"	"bCount"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"10"	"bGLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	"((0))"
"TITEMTABLE"	"11"	"dwDuraMax"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"12"	"dwDuraCur"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"13"	"bRefineCur"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"14"	"dEndTime"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"15"	"bGradeEffect"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	"((0))"
"TITEMTABLE"	"16"	"bMagic1"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"17"	"bMagic2"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"18"	"bMagic3"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"19"	"bMagic4"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"20"	"bMagic5"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"21"	"bMagic6"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"22"	"wValue1"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"23"	"wValue2"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"24"	"wValue3"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"25"	"wValue4"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"26"	"wValue5"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"27"	"wValue6"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"28"	"dwTime1"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"29"	"dwTime2"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"30"	"dwTime3"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"31"	"dwTime4"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"32"	"dwTime5"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"33"	"dwTime6"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"34"	"bGem"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTABLE"	"35"	"wMoggItemID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMTAB__DA9B90A62D7432D1"	
"TITEMTOURNAMENTCHART"	"1"	"bClass"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"2"	"bInvenID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"3"	"bItemID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"4"	"wItemID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"5"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"6"	"bCount"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"7"	"bGLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"8"	"dwDuraMax"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"9"	"bGradeEffect"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"10"	"bMagic1"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"11"	"bMagic2"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"12"	"bMagic3"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"13"	"bMagic4"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"14"	"bMagic5"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"15"	"bMagic6"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"16"	"wValue1"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"17"	"wValue2"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"18"	"wValue3"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"19"	"wValue4"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"20"	"wValue5"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"21"	"wValue6"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"22"	"dwTime1"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"23"	"dwTime2"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"24"	"dwTime3"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"25"	"dwTime4"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"26"	"dwTime5"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"27"	"dwTime6"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"28"	"bGem"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMTOURNAMENTCHART"	"29"	"wMoggItemID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMUSEDTABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TITEMUSE__A4A3CF42583E9545"	
"TITEMUSEDTABLE"	"2"	"wDelayGroupID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TITEMUSE__A4A3CF42583E9545"	
"TITEMUSEDTABLE"	"3"	"dwTick"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMUSE__A4A3CF42583E9545"	
"TLASTCOMPANIONTABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TLASTCOMPANIONTABLE"	"2"	"bCompanionSlot"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TLASTMONTHPOINTTABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK_TLASTMONTHPOINTTABLE"	
"TLASTMONTHPOINTTABLE"	"2"	"dwRank"	"int"	"4"	"10"	"0"	"0"	"1"	"0"	"PK_TLASTMONTHPOINTTABLE"	
"TLASTMONTHPOINTTABLE"	"3"	"dwPoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK_TLASTMONTHPOINTTABLE"	
"TLASTMONTHPOINTTABLE"	"4"	"wWin"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK_TLASTMONTHPOINTTABLE"	
"TLASTMONTHPOINTTABLE"	"5"	"wLose"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK_TLASTMONTHPOINTTABLE"	
"TLASTTOTALPOINTTABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK_TLASTTOTALPOINTTABLE"	
"TLASTTOTALPOINTTABLE"	"2"	"dwRank"	"int"	"4"	"10"	"0"	"0"	"1"	"0"	"PK_TLASTTOTALPOINTTABLE"	
"TLASTTOTALPOINTTABLE"	"3"	"dwPoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK_TLASTTOTALPOINTTABLE"	
"TLASTTOTALPOINTTABLE"	"4"	"dwWin"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK_TLASTTOTALPOINTTABLE"	
"TLASTTOTALPOINTTABLE"	"5"	"dwLose"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK_TLASTTOTALPOINTTABLE"	
"TLEVELCHART"	"1"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TLEVELCH__A29A5ECA5C0F2629"	
"TLEVELCHART"	"2"	"dwEXP"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	
"TLEVELCHART"	"3"	"dwHP"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	
"TLEVELCHART"	"4"	"dwMP"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	
"TLEVELCHART"	"5"	"bSkillPoint"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	
"TLEVELCHART"	"6"	"dwMoney"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	
"TLEVELCHART"	"7"	"dwScore"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	"((0))"
"TLEVELCHART"	"8"	"dwRegCost"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	"((0))"
"TLEVELCHART"	"9"	"dwSearchCost"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	"((0))"
"TLEVELCHART"	"10"	"dwGambleCost"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	"((0))"
"TLEVELCHART"	"11"	"dwRepCost"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	"((0))"
"TLEVELCHART"	"12"	"dwRepairCost"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	"((0))"
"TLEVELCHART"	"13"	"dwRefineCost"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	"((0))"
"TLEVELCHART"	"14"	"wPvPoint"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	"((0))"
"TLEVELCHART"	"15"	"dwPvPMoney"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	"((0))"
"TLEVELCHART"	"16"	"dwPvPExp"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLEVELCH__A29A5ECA5C0F2629"	"((0))"
"TLOCALOCCUPYTABLE"	"1"	"wLocalID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TLOCALOC__DEA88FA869692147"	
"TLOCALOCCUPYTABLE"	"2"	"bDay"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TLOCALOC__DEA88FA869692147"	
"TLOCALOCCUPYTABLE"	"3"	"dwGuildID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLOCALOC__DEA88FA869692147"	
"TLOCALOCCUPYTABLE"	"4"	"bType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TLOCALOC__DEA88FA869692147"	
"TLOCALTABLE"	"1"	"wLocalID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TLOCALTA__2ECCE3826D39B22B"	
"TLOCALTABLE"	"2"	"bCountry"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TLOCALTA__2ECCE3826D39B22B"	
"TLOCALTABLE"	"3"	"dwGuild"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TLOCALTA__2ECCE3826D39B22B"	
"TLOCALTABLE"	"4"	"dateOccupy"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__TLOCALTA__2ECCE3826D39B22B"	
"TLOCALTABLE"	"5"	"dateDefend"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__TLOCALTA__2ECCE3826D39B22B"	
"TLOCALTABLE"	"6"	"szHero"	"varchar"	"50"	"0"	"0"	"0"	"0"	"0"	"PK__TLOCALTA__2ECCE3826D39B22B"	
"TLOCALTABLE"	"7"	"dateHero"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__TLOCALTA__2ECCE3826D39B22B"	"((0))"
"TMAPCHART"	"1"	"bGroupID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TMAPCHAR__965C2E392B66A5E0"	
"TMAPCHART"	"2"	"wMapID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TMAPCHAR__965C2E392B66A5E0"	
"TMAPCHART"	"3"	"bServerID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TMAPCHAR__965C2E392B66A5E0"	
"TMAPCHART"	"4"	"bChannel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TMAPCHAR__965C2E392B66A5E0"	
"TMAPMONCHART"	"1"	"wSpawnID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TMAPMONC__52A4AA58469FD34E"	
